IDX,LID,CI_1,CI_2,Lon,Lat,Time,Measure,[Mobile Info] IMEI,[General] Serving Network,[General] [GPS] Latitude,[General] [GPS] Longitude,[General] Band Classification (formal),[NR5G] [System] NR-ARFCN,[NR5G] [RF] PCI,[NR5G] [RF] RSRP,[NR5G] [Power] Tx power (PUSCH Actual),[NR5G] [PCC] [PDSCH] [MIMO] Num of Layer (Mode),[NR5G] [PCC] [Quality Report] RI (Rank Index) (Mode),[NR5G] [RF] SINR,[NR5G] [PCC] [PUSCH] [TB  RB] BLER,[NR5G] [PCC] [PUSCH] [Modulation] MCS (Avg),[General] [GPS] Accumulated Distance,[NR5G] [Quality Report] [CQI] WB CQI (Avg),[Call Test] [Throughput] Application DL TP,[Call Test] [Throughput] Application UL TP,[Call Test] [Voice Quality] [Per Rx Clip] MOS Value,[Packet Data] [SIP] Request Method,[Packet Data] [SIP] Status,[Packet Data] [SIP] 200 OK - Method,[Event] Voice Call Event,[Mobile Info] [Android] Latitude,[Mobile Info] [Android] Longitude
1,1,,,-122.3566783,47.1283117,2025-09-29 20:44:18.000,_20250929_134414_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128312,-122.356678,n41A,520110,583,-69.530000,,,Rank 1 (RI0),29.120000,,,0.000000,,,,,,,,,47.128332,-122.356687
2,1,,,-122.3566783,47.1283117,2025-09-29 20:44:19.000,_20250929_134414_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128312,-122.356678,,,,,,,,,,,0.000000,,,,,,,,,47.128332,-122.356687
3,1,,,-122.3566783,47.1283117,2025-09-29 20:44:20.000,_20250929_134414_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128312,-122.356678,n41A,520110,583,-70.690000,,,,28.040000,,,0.000000,,,,,,,,,47.128332,-122.356687
4,1,,,-122.3566783,47.1283117,2025-09-29 20:44:21.000,_20250929_134414_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128312,-122.356678,n41A,520110,583,-71.260000,,,Rank 1 (RI0),28.040000,,,0.000000,,,,,,,,,47.128332,-122.356687
5,1,,,-122.3566783,47.1283117,2025-09-29 20:44:22.000,_20250929_134414_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128312,-122.356678,n41A,520110,583,-72.290000,,,,28.430000,,,0.000000,,,,,,,,,47.128332,-122.356687
6,1,,,-122.3566783,47.1283117,2025-09-29 20:44:23.000,_20250929_134414_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128312,-122.356678,,,,,,,,,,,0.000000,,,,,,,,,47.128332,-122.356687
7,1,,,-122.3566783,47.1283117,2025-09-29 20:44:24.000,_20250929_134414_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128312,-122.356678,n41A,520110,583,-73.800000,,,,28.620000,,,0.000000,,,,,,,,,47.128332,-122.356687
8,1,,,-122.3566783,47.1283117,2025-09-29 20:44:25.000,_20250929_134414_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128312,-122.356678,n41A,520110,583,-75.520000,,,Rank 1 (RI0),27.290000,,,0.000000,,,,,,,,,47.128332,-122.356687
9,1,,,-122.3566783,47.1283117,2025-09-29 20:44:26.000,_20250929_134414_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128312,-122.356678,n41A,520110,583,-76.380000,15.600000,1,Rank 1 (RI0),26.290000,27.137067,21.382979,0.000000,10.800000,,,,,,,,47.128332,-122.356687
10,1,,,-122.3566783,47.1283117,2025-09-29 20:44:27.000,_20250929_134414_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128312,-122.356678,n41A,520110,583,-78.580000,15.000000,1,Rank 1 (RI0),24.240000,,,0.000000,15.000000,,,,,,,,47.128332,-122.356687
11,1,,,-122.3566783,47.1283117,2025-09-29 20:44:28.000,_20250929_134414_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128312,-122.356678,n41A,520110,583,-77.150000,16.000000,1,Rank 1 (RI0),26.990000,,5.500000,0.000000,14.000000,,,,,,,,47.128332,-122.356687
12,1,,,-122.3566783,47.1283117,2025-09-29 20:44:29.002,_20250929_134414_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,,,,,,,,,,,,,,,,,,,,,,[Tool] Voice - Call Scheduling Start(Orig),,
13,1,,,-122.3566783,47.1283117,2025-09-29 20:44:29.002,_20250929_134414_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,,,,,,,,,,,,,,,,,,,,,,[UE]   Voice - Orig Success,,
14,1,,,-122.3566783,47.1283117,2025-09-29 20:44:29.018,_20250929_134414_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,,,,,,,,,,,,,,,,,,,,,,[Tool] Voice - Orig Request,,
15,1,,,-122.3566783,47.1283117,2025-09-29 20:44:29.000,_20250929_134414_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128312,-122.356678,n41A,520110,583,-76.740000,16.800000,1,Rank 1 (RI0),26.280000,1.527002,17.782609,0.000000,14.800000,,,,,,,,47.128332,-122.356687
16,1,,,-122.3566783,47.1283117,2025-09-29 20:44:29.184,_20250929_134414_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,,,,,,,,,,,,,,,,,,,INVITE,,,,,
17,1,,,-122.3566783,47.1283117,2025-09-29 20:44:30.000,_20250929_134414_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128312,-122.356678,n41C,520110,583,-77.080000,8.800000,1,Rank 1 (RI0),25.050000,,21.036232,0.000000,14.300000,,,,,,,,47.128332,-122.356687
18,1,,,-122.3566783,47.1283117,2025-09-29 20:44:30.219,_20250929_134414_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,,,,,,,,,,,,,,,,,,,,200 OK,,,,
19,1,,,-122.3566783,47.1283117,2025-09-29 20:44:30.720,_20250929_134414_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,,,,,,,,,,,,,,,,,,,,,,[UE]   Voice - Setup Success,,
20,1,,,-122.3566783,47.1283117,2025-09-29 20:44:31.000,_20250929_134414_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128312,-122.356678,n41A,520110,583,-75.730000,8.100000,2,Rank 2 (RI1),26.050000,0.014078,24.601695,0.000000,13.000000,10.485,10.485,,,,,,47.128332,-122.356687
21,1,,,-122.3566783,47.1283117,2025-09-29 20:44:32.000,_20250929_134414_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128312,-122.356678,n41A,520110,583,-75.600000,16.100000,2,Rank 2 (RI1),24.280000,0.087631,23.609137,0.000000,13.000000,10.485,10.485,,,,,,47.128332,-122.356687
