IDX,LID,CI_1,CI_2,Lon,Lat,Time,Measure,[Mobile Info] IMEI,[General] Serving Network,[General] [GPS] Latitude,[General] [GPS] Longitude,[General] Band Classification (formal),[NR5G] [System] NR-ARFCN,[NR5G] [RF] PCI,[NR5G] [RF] RSRP,[NR5G] [Power] Tx power (PUSCH Actual),[NR5G] [PCC] [PDSCH] [MIMO] Num of Layer (Mode),[NR5G] [PCC] [Quality Report] RI (Rank Index) (Mode),[NR5G] [RF] SINR,[NR5G] [PCC] [PUSCH] [TB  RB] BLER,[NR5G] [PCC] [PUSCH] [Modulation] MCS (Avg),[General] [GPS] Accumulated Distance,[NR5G] [Quality Report] [CQI] WB CQI (Avg),[Call Test] [Throughput] Application DL TP,[Call Test] [Throughput] Application UL TP,[Call Test] [Voice Quality] [Per Rx Clip] MOS Value,[Packet Data] [SIP] Request Method,[Packet Data] [SIP] Status,[Packet Data] [SIP] 200 OK - Method,[Event] Voice Call Event,[Mobile Info] [Android] Latitude,[Mobile Info] [Android] Longitude
1,1,,,-122.3566800,47.1283500,2025-09-29 20:58:56.000,_20250929_135852_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128350,-122.356680,,,,,,,,,,,,,,,,,,,,47.128333,-122.356680
2,1,,,-122.3566800,47.1283500,2025-09-29 20:58:57.000,_20250929_135852_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128350,-122.356680,n41A,520110,583,-77.490000,,,,26.000000,,,0.000000,,,,,,,,,47.128333,-122.356680
3,1,,,-122.3566800,47.1283500,2025-09-29 20:58:58.000,_20250929_135852_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128350,-122.356680,n41A,520110,583,-72.530000,,,Rank 1 (RI0),28.490000,,,0.000000,,,,,,,,,47.128333,-122.356680
4,1,,,-122.3566800,47.1283500,2025-09-29 20:58:59.000,_20250929_135852_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128350,-122.356680,n41A,520110,583,-70.170000,,,,30.540000,,,0.000000,,,,,,,,,47.128333,-122.356680
5,1,,,-122.3566800,47.1283500,2025-09-29 20:59:00.000,_20250929_135852_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128350,-122.356680,,,,,,,,,,,0.000000,,,,,,,,,47.128333,-122.356680
6,1,,,-122.3566800,47.1283500,2025-09-29 20:59:01.000,_20250929_135852_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128350,-122.356680,n41A,520110,583,-71.640000,,,,31.570000,,,0.000000,,,,,,,,,47.128333,-122.356680
7,1,,,-122.3566800,47.1283500,2025-09-29 20:59:02.000,_20250929_135852_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128350,-122.356680,n41A,520110,583,-72.980000,,,Rank 1 (RI0),32.330000,,,0.000000,,,,,,,,,47.128333,-122.356680
8,1,,,-122.3566800,47.1283500,2025-09-29 20:59:03.000,_20250929_135852_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128350,-122.356680,n41A,520110,583,-72.230000,,,,32.470000,,,0.000000,,,,,,,,,47.128333,-122.356680
9,1,,,-122.3566800,47.1283500,2025-09-29 20:59:04.000,_20250929_135852_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128350,-122.356680,n41A,520110,583,-72.650000,,,Rank 1 (RI0),31.690000,,,0.000000,,,,,,,,,47.128333,-122.356680
10,1,,,-122.3566800,47.1283500,2025-09-29 20:59:05.000,_20250929_135852_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128350,-122.356680,,,,,,,,,,,0.000000,,,,,,,,,47.128333,-122.356680
11,1,,,-122.3566800,47.1283500,2025-09-29 20:59:06.369,_20250929_135852_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,,,,,,,,,,,,,,,,,,,,,,[Tool] Voice - Call Scheduling Start(Orig),,
12,1,,,-122.3566800,47.1283500,2025-09-29 20:59:06.369,_20250929_135852_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,,,,,,,,,,,,,,,,,,,,,,[UE]   Voice - Orig Success,,
13,1,,,-122.3566800,47.1283500,2025-09-29 20:59:06.384,_20250929_135852_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,,,,,,,,,,,,,,,,,,,,,,[Tool] Voice - Orig Request,,
14,1,,,-122.3566800,47.1283500,2025-09-29 20:59:06.000,_20250929_135852_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128350,-122.356680,n41A,520110,583,-72.650000,,,,30.970000,,,0.000000,,,,,,,,,47.128333,-122.356680
15,1,,,-122.3566800,47.1283500,2025-09-29 20:59:06.900,_20250929_135852_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,,,,,,,,,,,,,,,,,,,INVITE,,,,,
16,1,,,-122.3566800,47.1283500,2025-09-29 20:59:07.000,_20250929_135852_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128350,-122.356680,n41A,520110,583,-73.780000,8.000000,1,Rank 1 (RI0),29.820000,,13.750000,0.000000,2.500000,,,,,,,,47.128333,-122.356680
17,1,,,-122.3566800,47.1283500,2025-09-29 20:59:08.000,_20250929_135852_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128350,-122.356680,n41C,520110,583,-74.320000,12.700000,1,Rank 1 (RI0),27.820000,0.470948,21.011173,0.000000,13.700000,,,,,,,,47.128333,-122.356678
18,1,,,-122.3566800,47.1283500,2025-09-29 20:59:08.346,_20250929_135852_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,,,,,,,,,,,,,,,,,,,,200 OK,,,,
19,1,,,-122.3566800,47.1283500,2025-09-29 20:59:08.509,_20250929_135852_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,,,,,,,,,,,,,,,,,,,,,,[UE]   Voice - Setup Success,,
20,1,,,-122.3566800,47.1283500,2025-09-29 20:59:09.000,_20250929_135852_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128350,-122.356680,n41A,520110,583,-76.480000,9.800000,1,Rank 1 (RI0),26.130000,0.261636,21.435484,0.000000,13.900000,9.437,10.485,,,,,,47.128333,-122.356673
21,1,,,-122.3566800,47.1283500,2025-09-29 20:59:10.000,_20250929_135852_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128350,-122.356680,n41A,520110,583,-76.360000,11.500000,1,Rank 1 (RI0),23.920000,0.033171,22.915254,0.000000,13.900000,10.485,10.485,,,,,,47.128330,-122.356663
22,1,,,-122.3566800,47.1283500,2025-09-29 20:59:11.000,_20250929_135852_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128350,-122.356680,n41A,520110,583,-73.040000,8.900000,1,Rank 1 (RI0),26.600000,,22.948454,0.000000,13.500000,10.485,9.437,,,,,,47.128324,-122.356648
23,1,,,-122.3566600,47.1283200,2025-09-29 20:59:12.000,_20250929_135852_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128320,-122.356660,n41A,520110,583,-73.890000,1.400000,1,Rank 1 (RI0),26.340000,,24.194690,0.000000,13.300000,9.437,10.485,,,,,,47.128310,-122.356631
24,1,,,-122.3566533,47.1283100,2025-09-29 20:59:13.000,_20250929_135852_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128310,-122.356653,n41A,520110,583,-73.680000,13.500000,1,Rank 1 (RI0),27.600000,0.017324,23.271795,0.000000,13.900000,10.485,9.437,,,,,,47.128288,-122.356626
25,1,,,-122.3566483,47.1282967,2025-09-29 20:59:14.000,_20250929_135852_CH06_TMO_5G Auto_VoNR Coverage Test_REF3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128297,-122.356648,n41A,520110,583,-72.890000,3.600000,1,Rank 1 (RI0),28.310000,0.013318,24.793103,0.000000,14.400000,10.485,10.485,,,,,,47.128262,-122.356624
