IDX,LID,CI_1,CI_2,Lon,Lat,Time,Measure,[Mobile Info] IMEI,[General] Serving Network,[General] [GPS] Latitude,[General] [GPS] Longitude,[General] Band Classification (formal),[NR5G] [System] NR-ARFCN,[NR5G] [RF] PCI,[NR5G] [RF] RSRP,[NR5G] [Power] Tx power (PUSCH Actual),[NR5G] [PCC] [PDSCH] [MIMO] Num of Layer (Mode),[NR5G] [PCC] [Quality Report] RI (Rank Index) (Mode),[NR5G] [RF] SINR,[NR5G] [PCC] [PUSCH] [TB  RB] BLER,[NR5G] [PCC] [PUSCH] [Modulation] MCS (Avg),[General] [GPS] Accumulated Distance,[NR5G] [Quality Report] [CQI] WB CQI (Avg),[Call Test] [Throughput] Application DL TP,[Call Test] [Throughput] Application UL TP,[Call Test] [Voice Quality] [Per Rx Clip] MOS Value,[Packet Data] [SIP] Request Method,[Packet Data] [SIP] Status,[Packet Data] [SIP] 200 OK - Method,[Event] Voice Call Event,[Mobile Info] [Android] Latitude,[Mobile Info] [Android] Longitude
1,1,,,,,2025-09-29 20:44:17.849,_20250929_134414_CH05_TMO_5G Auto_VoNR Coverage Test_DUT3 Mobile_5G Auto VoNR Coverage Test.dml,354877970012210,,,,,,,,,,,,,,,,,,,,,,,,
2,1,,,,,2025-09-29 20:44:17.849,_20250929_134414_CH05_TMO_5G Auto_VoNR Coverage Test_DUT3 Mobile_5G Auto VoNR Coverage Test.dml,354877970012210,,,,,,,,,,,,,,,,,,,,,,,,
3,1,,,-122.3566783,47.1283117,2025-09-29 20:44:18.000,_20250929_134414_CH05_TMO_5G Auto_VoNR Coverage Test_DUT3 Mobile_5G Auto VoNR Coverage Test.dml,,,47.128312,-122.356678,,,,,,,,,,,,,,,,,,,,47.127916,-122.356775
4,1,,,-122.3566783,47.1283117,2025-09-29 20:44:19.000,_20250929_134414_CH05_TMO_5G Auto_VoNR Coverage Test_DUT3 Mobile_5G Auto VoNR Coverage Test.dml,,,47.128312,-122.356678,,,,,,,,,,,,,,,,,,,,47.127916,-122.356775
5,1,,,-122.3566783,47.1283117,2025-09-29 20:44:20.000,_20250929_134414_CH05_TMO_5G Auto_VoNR Coverage Test_DUT3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128312,-122.356678,n41A,520110,583,-68.960000,8.900000,1,Rank 3 (RI2),34.490000,0.729242,19.970588,0.000000,12.700000,,,,,,,,47.127916,-122.356775
6,1,,,-122.3566783,47.1283117,2025-09-29 20:44:21.000,_20250929_134414_CH05_TMO_5G Auto_VoNR Coverage Test_DUT3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128312,-122.356678,n41A,520110,583,-68.560000,,,Rank 2 (RI1),34.340000,,,0.000000,14.000000,,,,,,,,47.127916,-122.356775
7,1,,,-122.3566783,47.1283117,2025-09-29 20:44:22.000,_20250929_134414_CH05_TMO_5G Auto_VoNR Coverage Test_DUT3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128312,-122.356678,n41A,520110,583,-68.920000,,2,Rank 2 (RI1),34.330000,,,0.000000,13.700000,,,,,,,,47.127916,-122.356775
8,1,,,-122.3566783,47.1283117,2025-09-29 20:44:23.000,_20250929_134414_CH05_TMO_5G Auto_VoNR Coverage Test_DUT3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128312,-122.356678,n41A,520110,583,-71.100000,,,Rank 2 (RI1),31.750000,,,0.000000,13.200000,,,,,,,,47.127916,-122.356775
9,1,,,-122.3566783,47.1283117,2025-09-29 20:44:24.000,_20250929_134414_CH05_TMO_5G Auto_VoNR Coverage Test_DUT3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128312,-122.356678,n41A,520110,583,-71.670000,,,Rank 2 (RI1),33.470000,,,0.000000,13.000000,,,,,,,,47.127916,-122.356775
10,1,,,-122.3566783,47.1283117,2025-09-29 20:44:25.000,_20250929_134414_CH05_TMO_5G Auto_VoNR Coverage Test_DUT3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128312,-122.356678,n41A,520110,583,-70.870000,,,Rank 2 (RI1),33.450000,,,0.000000,13.000000,,,,,,,,47.127916,-122.356775
11,1,,,-122.3566783,47.1283117,2025-09-29 20:44:26.000,_20250929_134414_CH05_TMO_5G Auto_VoNR Coverage Test_DUT3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128312,-122.356678,n41A,520110,583,-70.160000,,,Rank 2 (RI1),33.670000,,,0.000000,13.000000,,,,,,,,47.127916,-122.356775
12,1,,,-122.3566783,47.1283117,2025-09-29 20:44:27.000,_20250929_134414_CH05_TMO_5G Auto_VoNR Coverage Test_DUT3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128312,-122.356678,n41A,520110,583,-69.530000,,,Rank 2 (RI1),33.330000,,,0.000000,13.000000,,,,,,,,47.127916,-122.356775
13,1,,,-122.3566783,47.1283117,2025-09-29 20:44:28.000,_20250929_134414_CH05_TMO_5G Auto_VoNR Coverage Test_DUT3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128312,-122.356678,n41A,520110,583,-69.410000,,,Rank 2 (RI1),33.380000,,,0.000000,13.000000,,,,,,,,47.127916,-122.356775
14,1,,,-122.3566783,47.1283117,2025-09-29 20:44:29.000,_20250929_134414_CH05_TMO_5G Auto_VoNR Coverage Test_DUT3 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128312,-122.356678,n41A,520110,583,-69.460000,,,Rank 2 (RI1),33.760000,,,0.000000,13.000000,,,,,,,,47.127916,-122.356775
15,1,,,-122.3566783,47.1283117,2025-09-29 20:44:29.204,_20250929_134414_CH05_TMO_5G Auto_VoNR Coverage Test_DUT3 Mobile_5G Auto VoNR Coverage Test.dml,,,,,,,,,,,,,,,,,,,,,,,[Tool] Voice - Call Scheduling Start(Orig),,
