IMEI : 
IMSI : 
Phone Number : 14254725501
Start Time : 2026-01-27 02:19:53
End Time : 2026-01-27 02:28:12
IDX,LID,CI_1,CI_2,Lon,Lat,Time,Measure,[General] Serving Network (In Traffic),[LTE] [L1] [RF] RSRP,[LTE] [L1] [RF] PCI,[Call Test] [Voice Quality] [Per Rx Clip] [RF Quality] 5G RSRP,[Call Test] [Voice Quality] [Per Rx Clip] [RF Quality] 5G SINR,[NR5G] [System] Band,[NR5G] [RF] PCI,[Call Test] [Voice Quality] [UL MOS] MOS,[Call Test] [Voice Quality] [Per Rx Clip] MOS Value,[Call Test] [Voice Quality] [Per Rx Clip] Mouth to Ear Delay (Avg)
1,1,,,-121.9331852,47.5260322,2026-01-27 02:19:53.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,,,,25,594,,,
2,1,,,-121.9331852,47.5260322,2026-01-27 02:19:54.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,,,,25,594,,,
3,1,,,-121.9331852,47.5260322,2026-01-27 02:19:55.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,0,,,25,594,,,
4,1,,,-121.9331852,47.5260322,2026-01-27 02:19:56.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,0,,,25,594,,,
5,1,,,-121.9331852,47.5260322,2026-01-27 02:19:57.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,0,,,25,594,,,
6,1,,,-121.9331852,47.5260322,2026-01-27 02:19:58.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,0,,,25,594,,,
7,1,,,-121.9331852,47.5260322,2026-01-27 02:19:59.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,0,,,25,594,,,
8,1,,,-121.9331852,47.5260322,2026-01-27 02:20:00.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,0,,,25,594,,,
9,1,,,-121.9331852,47.5260322,2026-01-27 02:20:01.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,0,,,25,594,,,
10,1,,,-121.9331852,47.5260322,2026-01-27 02:20:02.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,0,,,25,594,,,
11,1,,,-121.9331852,47.5260322,2026-01-27 02:20:03.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,0,,,25,594,,,
12,1,,,-121.9331852,47.5260322,2026-01-27 02:20:04.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,0,,,25,594,,,
13,1,,,-121.9331852,47.5260322,2026-01-27 02:20:05.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,0,,,25,594,,,
14,1,,,-121.9331852,47.5260322,2026-01-27 02:20:06.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,NR NSA,,0,,,25,594,,,
15,1,,,-121.9331852,47.5260322,2026-01-27 02:20:07.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,NR NSA,,0,,,25,594,,,
16,1,,,-121.9331852,47.5260322,2026-01-27 02:20:08.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,NR NSA,,0,,,25,594,,,
