IDX,LID,CI_1,CI_2,Lon,Lat,Time,Measure,[Mobile Info] IMEI,[General] Serving Network,[General] [GPS] Latitude,[General] [GPS] Longitude,[General] Band Classification (formal),[NR5G] [System] NR-ARFCN,[NR5G] [RF] PCI,[NR5G] [RF] RSRP,[NR5G] [Power] Tx power (PUSCH Actual),[NR5G] [PCC] [PDSCH] [MIMO] Num of Layer (Mode),[NR5G] [PCC] [Quality Report] RI (Rank Index) (Mode),[NR5G] [RF] SINR,[NR5G] [PCC] [PUSCH] [TB  RB] BLER,[NR5G] [PCC] [PUSCH] [Modulation] MCS (Avg),[General] [GPS] Accumulated Distance,[NR5G] [Quality Report] [CQI] WB CQI (Avg),[Call Test] [Throughput] Application DL TP,[Call Test] [Throughput] Application UL TP,[Call Test] [Voice Quality] [Per Rx Clip] MOS Value,[Packet Data] [SIP] Request Method,[Packet Data] [SIP] Status,[Packet Data] [SIP] 200 OK - Method,[Event] Voice Call Event,[Mobile Info] [Android] Latitude,[Mobile Info] [Android] Longitude
1,1,,,,,2025-09-29 21:14:56.271,_20250929_141452_CH07_TMO_5G Auto_VoNR Coverage Test_DUT4 Mobile_5G Auto VoNR Coverage Test.dml,354877970011048,,,,,,,,,,,,,,,,,,,,,,,,
2,1,,,,,2025-09-29 21:14:56.271,_20250929_141452_CH07_TMO_5G Auto_VoNR Coverage Test_DUT4 Mobile_5G Auto VoNR Coverage Test.dml,354877970011048,,,,,,,,,,,,,,,,,,,,,,,,
3,1,,,-122.3565633,47.1284250,2025-09-29 21:14:57.000,_20250929_141452_CH07_TMO_5G Auto_VoNR Coverage Test_DUT4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128425,-122.356563,n71A,125290,587,-56.110000,,,,21.660000,,,0.000000,,,,,,,,,47.127811,-122.356815
4,1,,,-122.3565633,47.1284250,2025-09-29 21:14:58.000,_20250929_141452_CH07_TMO_5G Auto_VoNR Coverage Test_DUT4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128425,-122.356563,n71A,125290,587,-56.450000,,,,22.130000,,,0.000000,,,,,,,,,47.127811,-122.356815
5,1,,,-122.3565633,47.1284250,2025-09-29 21:14:59.000,_20250929_141452_CH07_TMO_5G Auto_VoNR Coverage Test_DUT4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128425,-122.356563,,,,,,,,,,,0.000000,,,,,,,,,47.127811,-122.356815
6,1,,,-122.3565633,47.1284250,2025-09-29 21:15:00.000,_20250929_141452_CH07_TMO_5G Auto_VoNR Coverage Test_DUT4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128425,-122.356563,,,,,,,,,,,0.000000,,,,,,,,,47.127811,-122.356815
7,1,,,-122.3565633,47.1284250,2025-09-29 21:15:01.000,_20250929_141452_CH07_TMO_5G Auto_VoNR Coverage Test_DUT4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128425,-122.356563,n71A,125290,587,-55.590000,,,,21.900000,,,0.000000,,,,,,,,,47.127811,-122.356815
8,1,,,-122.3565633,47.1284250,2025-09-29 21:15:02.000,_20250929_141452_CH07_TMO_5G Auto_VoNR Coverage Test_DUT4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128425,-122.356563,,125290,,,,,,,,,0.000000,,,,,,,,,47.127811,-122.356815
9,1,,,-122.3565633,47.1284250,2025-09-29 21:15:03.000,_20250929_141452_CH07_TMO_5G Auto_VoNR Coverage Test_DUT4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128425,-122.356563,n71A,125290,587,-58.020000,,,,21.740000,,,0.000000,,,,,,,,,47.127811,-122.356815
10,1,,,-122.3565633,47.1284250,2025-09-29 21:15:04.000,_20250929_141452_CH07_TMO_5G Auto_VoNR Coverage Test_DUT4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128425,-122.356563,,,,,,,,,,,0.000000,,,,,,,,,47.127811,-122.356815
11,1,,,-122.3565633,47.1284250,2025-09-29 21:15:05.000,_20250929_141452_CH07_TMO_5G Auto_VoNR Coverage Test_DUT4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128425,-122.356563,,,,,,,,,,,0.000000,,,,,,,,,47.127811,-122.356815
12,1,,,-122.3565633,47.1284250,2025-09-29 21:15:07.452,_20250929_141452_CH07_TMO_5G Auto_VoNR Coverage Test_DUT4 Mobile_5G Auto VoNR Coverage Test.dml,,,,,,,,,,,,,,,,,,,,,,,[Tool] Voice - Call Scheduling Start(Orig),,
13,1,,,-122.3565633,47.1284250,2025-09-29 21:15:07.452,_20250929_141452_CH07_TMO_5G Auto_VoNR Coverage Test_DUT4 Mobile_5G Auto VoNR Coverage Test.dml,,,,,,,,,,,,,,,,,,,,,,,[UE]   Voice - Orig Success,,
14,1,,,-122.3565633,47.1284250,2025-09-29 21:15:07.467,_20250929_141452_CH07_TMO_5G Auto_VoNR Coverage Test_DUT4 Mobile_5G Auto VoNR Coverage Test.dml,,,,,,,,,,,,,,,,,,,,,,,[Tool] Voice - Orig Request,,
15,1,,,-122.3565633,47.1284250,2025-09-29 21:15:06.000,_20250929_141452_CH07_TMO_5G Auto_VoNR Coverage Test_DUT4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128425,-122.356563,n71A,125290,587,-58.580000,,,,22.680000,,,0.000000,,,,,,,,,47.127811,-122.356815
