IDX,LID,CI_1,CI_2,Lon,Lat,Time,Measure,[Mobile Info] IMEI,[General] Serving Network,[General] [GPS] Latitude,[General] [GPS] Longitude,[General] Band Classification (formal),[NR5G] [System] NR-ARFCN,[NR5G] [RF] PCI,[NR5G] [RF] RSRP,[NR5G] [Power] Tx power (PUSCH Actual),[NR5G] [PCC] [PDSCH] [MIMO] Num of Layer (Mode),[NR5G] [PCC] [Quality Report] RI (Rank Index) (Mode),[NR5G] [RF] SINR,[NR5G] [PCC] [PUSCH] [TB  RB] BLER,[NR5G] [PCC] [PUSCH] [Modulation] MCS (Avg),[General] [GPS] Accumulated Distance,[NR5G] [Quality Report] [CQI] WB CQI (Avg),[Call Test] [Throughput] Application DL TP,[Call Test] [Throughput] Application UL TP,[Call Test] [Voice Quality] [Per Rx Clip] MOS Value,[Packet Data] [SIP] Request Method,[Packet Data] [SIP] Status,[Packet Data] [SIP] 200 OK - Method,[Event] Voice Call Event,[Mobile Info] [Android] Latitude,[Mobile Info] [Android] Longitude
1,1,,,-122.3566783,47.1283117,2025-09-29 20:44:18.000,_20250929_134414_CH08_TMO_5G Auto_VoNR Coverage Test_REF4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128312,-122.356678,n71A,125290,587,-56.710000,,,Rank 1 (RI0),21.980000,,,,,,,,,,,,47.128332,-122.356689
2,1,,,-122.3566783,47.1283117,2025-09-29 20:44:19.000,_20250929_134414_CH08_TMO_5G Auto_VoNR Coverage Test_REF4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128312,-122.356678,n71A,125290,587,-57.060000,,,Rank 1 (RI0),22.020000,,,0.000000,,,,,,,,,47.128332,-122.356689
3,1,,,-122.3566783,47.1283117,2025-09-29 20:44:20.000,_20250929_134414_CH08_TMO_5G Auto_VoNR Coverage Test_REF4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128312,-122.356678,n71A,125290,587,-57.450000,,,Rank 1 (RI0),21.070000,,,0.000000,,,,,,,,,47.128332,-122.356689
4,1,,,-122.3566783,47.1283117,2025-09-29 20:44:21.000,_20250929_134414_CH08_TMO_5G Auto_VoNR Coverage Test_REF4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128312,-122.356678,n71A,125290,587,-58.130000,,,Rank 1 (RI0),20.650000,,,0.000000,,,,,,,,,47.128332,-122.356689
5,1,,,-122.3566783,47.1283117,2025-09-29 20:44:22.000,_20250929_134414_CH08_TMO_5G Auto_VoNR Coverage Test_REF4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128312,-122.356678,n71A,125290,587,-57.180000,,,Rank 1 (RI0),22.140000,,,0.000000,,,,,,,,,47.128332,-122.356689
6,1,,,-122.3566783,47.1283117,2025-09-29 20:44:23.000,_20250929_134414_CH08_TMO_5G Auto_VoNR Coverage Test_REF4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128312,-122.356678,n71A,125290,587,-56.430000,,,Rank 1 (RI0),22.580000,,,0.000000,,,,,,,,,47.128332,-122.356689
7,1,,,-122.3566783,47.1283117,2025-09-29 20:44:24.000,_20250929_134414_CH08_TMO_5G Auto_VoNR Coverage Test_REF4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128312,-122.356678,n71A,125290,587,-56.880000,6.000000,1,Rank 1 (RI0),22.700000,,0.000000,0.000000,15.000000,,,,,,,,47.128332,-122.356689
8,1,,,-122.3566783,47.1283117,2025-09-29 20:44:25.000,_20250929_134414_CH08_TMO_5G Auto_VoNR Coverage Test_REF4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128312,-122.356678,n71A,125290,587,-57.790000,,,,22.430000,,,0.000000,,,,,,,,,47.128332,-122.356689
9,1,,,-122.3566783,47.1283117,2025-09-29 20:44:26.000,_20250929_134414_CH08_TMO_5G Auto_VoNR Coverage Test_REF4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128312,-122.356678,n71A,125290,587,-59.420000,,,,25.400000,,,0.000000,,,,,,,,,47.128332,-122.356689
10,1,,,-122.3566783,47.1283117,2025-09-29 20:44:27.000,_20250929_134414_CH08_TMO_5G Auto_VoNR Coverage Test_REF4 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128312,-122.356678,n71A,125290,587,-59.280000,,,Rank 1 (RI0),25.170000,,,0.000000,,,,,,,,,47.128332,-122.356689
