IMEI : 
IMSI : 
Phone Number : 14254725501
Start Time : 2026-01-26 23:35:46
End Time : 2026-01-26 23:38:39
IDX,LID,CI_1,CI_2,Lon,Lat,Time,Measure,[Call Test] Call Start Network,[Call Test] Call Type,[Call Test] Call Result,[Call Test] Call Middle Network,[Call Test] Call End Network,[Call Test] Mobile ChipSet,[Call Test] [VoNR VoLTE] [Duration] SIP Setup Duration (Invite~200OK),[Call Test] [Misc] [Mobile] IMEI,[Call Test] [Throughput] Application DL TP,[General] Serving Network (In Traffic),[Call Test] [HTTP Transfer] HTTP Transfer Call Event,[Call Test] [KR PS-LTE] [SMS] [Timestamp] SIP Message,[Packet Data] [SIP] UL/DL,[Packet Data] [SIP] Request Method,[Packet Data] [SIP] Status,[Packet Data] [SIP] 200 OK - Method,[Call Test] [Voice or Video Call] Call Result,[Call Test] [Voice or Video Call] Orig/Term,[Call Test] [Voice or Video Call] Result & Reason,[LTE] [L1] [RF] PCI,[LTE] [L1] [RF] RSRP,[Event] Total Call Result,[Event] Voice Call Event,[Event] [Event Occurrence Count] Call Completed #,[Event] [Event Occurrence Count] Outgoing Call Setup Fail #,[Event] [Event Occurrence Count] Call Dropped #,[Event] [Event Occurrence Count] Call Start #,[Call Test] [Voice or Video Call] [Duration] Traffic Duration (LoggingTool),[NR5G] [RF] PCI,[Call Test] [Voice Quality] [Sampled Values] MOS (POLQA),[WiFi] On Off,[WiFi] Connect State,[WiFi] [Serving AP] RSSI,[WiFi] [Serving AP] Frequency,[WiFi] [Serving AP] Link Speed,[Call Test] [VoNR VoLTE] [Handover] Rx RTP Delay (Control Plane),[Call Test] [Voice or Video Call] Call Type,[Event] [Event Occurrence Count] Handover OK #,[Mobile Info] [Android] [Radio] Network Type (Data Svc),[NR5G] [RF] RSRP
1,1,,,-121.9314830,47.5244923,2026-01-26 23:35:46.000,_20260126_153542_CH02_TMO_5GNR_WFC_REF_TC-175-R2.dml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594,,On,Connected,-57.000000,2437,44,,,,IWLAN,-115.880000
2,1,,,-121.9314830,47.5244923,2026-01-26 23:35:47.000,_20260126_153542_CH02_TMO_5GNR_WFC_REF_TC-175-R2.dml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594,,On,Connected,-57.000000,2437,44,,,,IWLAN,-113.400000
3,1,,,-121.9314830,47.5244923,2026-01-26 23:35:48.000,_20260126_153542_CH02_TMO_5GNR_WFC_REF_TC-175-R2.dml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594,,On,Connected,-57.000000,2437,44,,,,IWLAN,-113.470000
4,1,,,-121.9314830,47.5244923,2026-01-26 23:35:49.000,_20260126_153542_CH02_TMO_5GNR_WFC_REF_TC-175-R2.dml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594,,On,Connected,-60.000000,2437,44,,,,IWLAN,-112.040000
5,1,,,-121.9314830,47.5244923,2026-01-26 23:35:50.000,_20260126_153542_CH02_TMO_5GNR_WFC_REF_TC-175-R2.dml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594,,On,Connected,-60.000000,2437,44,,,,IWLAN,-112.440000
6,1,,,-121.9314830,47.5244923,2026-01-26 23:35:51.000,_20260126_153542_CH02_TMO_5GNR_WFC_REF_TC-175-R2.dml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594,,On,Connected,-60.000000,2437,44,,,,IWLAN,-114.680000
7,1,,,-121.9314830,47.5244923,2026-01-26 23:35:52.000,_20260126_153542_CH02_TMO_5GNR_WFC_REF_TC-175-R2.dml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594,,On,Connected,-58.000000,2437,48,,,,IWLAN,-117.200000
8,1,,,-121.9314830,47.5244923,2026-01-26 23:35:53.000,_20260126_153542_CH02_TMO_5GNR_WFC_REF_TC-175-R2.dml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594,,On,Connected,-58.000000,2437,48,,,,IWLAN,-116.160000
9,1,,,-121.9314830,47.5244923,2026-01-26 23:35:54.000,_20260126_153542_CH02_TMO_5GNR_WFC_REF_TC-175-R2.dml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594,,On,Connected,-58.000000,2437,48,,,,IWLAN,-114.560000
10,1,,,-121.9314830,47.5244923,2026-01-26 23:35:55.152,_20260126_153542_CH02_TMO_5GNR_WFC_REF_TC-175-R2.dml,,,,,,,,,,,,,,,,,,,,,,,[Tool] Voice - Call Scheduling Start(Orig),,,,,,,,,,,,,,,,,
11,1,,,-121.9314830,47.5244923,2026-01-26 23:35:55.152,_20260126_153542_CH02_TMO_5GNR_WFC_REF_TC-175-R2.dml,,,,,,,,,,,,,,,,,,,,,,,[UE]   Voice - Orig Success,,,,,,,,,,,,,,,,,
