[Call Test] [Misc] [Mobile] IMEI,[NR5G] [RF] PCI,[NR5G] [RF] RSRP,[LTE] [L1] [RF] PCI,[LTE] [L1] [RF] RSRP,[Call Test] [Voice or Video Call] Orig/Term,[Call Test] [VoNR VoLTE] [Duration] SIP Setup Duration (Invite~200OK),[Call Test] [Voice or Video Call] Result & Reason,[Call Test] [Throughput] Application DL TP,[General] Serving Network (In Traffic),[Call Test] [HTTP Transfer] HTTP Transfer Call Event,[Call Test] [KR PS-LTE] [SMS] [Timestamp] SIP Message,[Packet Data] [SIP] UL/DL,[Packet Data] [SIP] Request Method,[Packet Data] [SIP] Status,[Packet Data] [SIP] 200 OK - Method,[Call Test] [Voice or Video Call] Real Service,[Call Test] Call Type,[Call Test] Call Result,[Event] Total Call Result,[Event] Voice Call Event,[Event] [Event Occurrence Count] Call Completed #,[Event] [Event Occurrence Count] Outgoing Call Setup Fail #,[Event] [Event Occurrence Count] Call Dropped #,[Event] [Event Occurrence Count] Call Start #,[Call Test] [Voice or Video Call] [Duration] Traffic Duration (LoggingTool)
,209,-95.160000,,,,,,,,,,,,,,,,,,,,,,,
,209,-96.380000,,,,,,,,,,,,,,,,,,,,,,,
,209,-95.790000,,,,,,,,,,,,,,,,,,,,,,,
,209,-95.110000,,,,,,,,,,,,,,,,,,,,,,,
,209,-95.740000,,,,,,,,,,,,,,,,,,,,,,,
,209,-93.660000,,,,,,,,,,,,,,,,,,,,,,,
,209,-94.220000,,,,,,,,,,,,,,,,,,,,,,,
,209,-94.740000,,,,,,,,,,,,,,,,,,,,,,,
,209,-92.500000,,,,,,,,,,,,,,,,,,,,,,,
,209,-92.830000,,,,,,,,,,,,,,,,,,,,,,,
,209,-93.300000,,,,,,,,,,,,,,,,,,,,,,,
,209,-95.390000,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,[Tool] Voice - Call Scheduling Start(Orig),,,,,
,,,,,,,,,,,,,,,,,,,,[UE]   Voice - Orig Success,,,,,
,,,,,,,,,,,,,,,,,,,,[Tool] Voice - Orig Request,,,,,
,209,-96.610000,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,UL,INVITE,,,,,,,,,,,,
,,,,,,,,,,,,DL,,100 Trying,,,,,,,,,,,
,,,,,,,,,,,,DL,,180 Ringing,,,,,,,,,,,
,209,-95.150000,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,[UE] 1st Rx RTP,,,,,
,,,,,,,,,,,,DL,,200 OK,INVITE,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,[UE] 1st Rx RTP after SIP 200Ok,,,,,
,,,,,,,,,,,,UL,ACK,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,[UE]   Voice - Setup Success,,,,,
,209,-95.150000,432,-81.810000,,,,,NR NSA,,,,,,,,,,,,,,,,
,,,,,,,,,,,,DL,,200 OK,INVITE,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,[UE] 1st Rx RTP after SIP ACK,,,,,
,,,,,,,,,,,,UL,ACK,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,[UE] 1st Tx RTP,,,,,
,,,,,,,,,,,,,,,,,,,,[UE] 1st Tx RTP after SIP 200Ok,,,,,
,,,,,,,,,,,,,,,,,,,,[UE] 1st Tx RTP after SIP ACK,,,,,
,,,,,,,,,,,,,,,,,,,,[UE] 1st Tx RTP after First Rx RTP,,,,,
,,,,,,,,,,,,,,,,,,,,[UE] 1st Rx RTP after First Tx RTP,,,,,
,,,432,-81.780000,,,,,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-82.610000,,,,,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-81.730000,,,,,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-82.320000,,,,,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-83.630000,,,,,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-83.560000,,,,,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-84.030000,,,,,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,,,,,,,,Download Start Request,,,,,,,,,,,,,,,
,,,,,,,,,,Download File Size Retrieved,,,,,,,,,,,,,,,
,,,,,,,,,,Download Started,,,,,,,,,,,,,,,
,,,432,-85.370000,,,,,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-83.300000,,,,,LTE 3CA,,,,,,,,,,,,,,,,
,,,432,-83.950000,,,,3.610,LTE 3CA,,,,,,,,,,,,,,,,
,,,432,-83.460000,,,,6.809,LTE 3CA,,,,,,,,,,,,,,,,
,,,432,-83.020000,,,,10.825,LTE 3CA,,,,,,,,,,,,,,,,
,,,432,-83.950000,,,,15.048,LTE 3CA,,,,,,,,,,,,,,,,
,,,432,-82.870000,,,,15.124,LTE 3CA,,,,,,,,,,,,,,,,
,,,432,-82.670000,,,,17.372,LTE 3CA,,,,,,,,,,,,,,,,
,,,432,-81.860000,,,,16.303,LTE 3CA,,,,,,,,,,,,,,,,
,,,432,-82.370000,,,,16.084,LTE 3CA,,,,,,,,,,,,,,,,
,,,432,-81.280000,,,,14.371,LTE 3CA,,,,,,,,,,,,,,,,
,,,432,-82.070000,,,,14.109,LTE 3CA,,,,,,,,,,,,,,,,
,,,432,-82.090000,,,,16.210,LTE 3CA,,,,,,,,,,,,,,,,
,,,432,-82.610000,,,,15.795,LTE 3CA,,,,,,,,,,,,,,,,
,,,432,-83.120000,,,,14.808,LTE 3CA,,,,,,,,,,,,,,,,
,,,432,-83.360000,,,,12.276,LTE 3CA,,,,,,,,,,,,,,,,
,,,432,-82.750000,,,,15.643,LTE 3CA,,,,,,,,,,,,,,,,
,,,432,-82.210000,,,,15.161,LTE 3CA,,,,,,,,,,,,,,,,
,,,432,-83.240000,,,,18.278,LTE 3CA,,,,,,,,,,,,,,,,
,,,432,-83.110000,,,,14.917,LTE 3CA,,,,,,,,,,,,,,,,
,,,432,-82.690000,,,,13.695,LTE 3CA,,,,,,,,,,,,,,,,
,,,432,-83.670000,,,,12.811,LTE 3CA,,,,,,,,,,,,,,,,
,,,432,-81.020000,,,,8.198,LTE 3CA,,,,,,,,,,,,,,,,
,,,432,-80.850000,,,,19.607,LTE 3CA,,,,,,,,,,,,,,,,
,,,432,-81.150000,,,,15.702,LTE 3CA,,,,,,,,,,,,,,,,
,,,432,-79.080000,,,,13.967,LTE 3CA,,,,,,,,,,,,,,,,
,,,432,-78.000000,,,,15.484,LTE 3CA,,,,,,,,,,,,,,,,
,,,432,-76.750000,,,,18.755,LTE 3CA,,,,,,,,,,,,,,,,
,,,432,-80.560000,,,,18.289,LTE 3CA,,,,,,,,,,,,,,,,
,,,432,-78.890000,,,,15.844,LTE 3CA,,,,,,,,,,,,,,,,
,,,432,-79.420000,,,,14.622,LTE 3CA,,,,,,,,,,,,,,,,
,,,432,-77.010000,,,,17.045,LTE 3CA,,,,,,,,,,,,,,,,
,,,432,-78.890000,,,,17.165,LTE 3CA,,,,,,,,,,,,,,,,
,,,432,-79.150000,,,,17.339,LTE 3CA,,,,,,,,,,,,,,,,
,,,432,-77.570000,,,,20.024,LTE 3CA,,,,,,,,,,,,,,,,
,,,432,-81.760000,,,,20.111,LTE 3CA,,,,,,,,,,,,,,,,
,,,432,-86.790000,,,,6.039,LTE 3CA,,,,,,,,,,,,,,,,
,,,432,-85.040000,,,,15.521,LTE 3CA,,,,,,,,,,,,,,,,
,,,432,-81.240000,,,,13.476,LTE 3CA,,,,,,,,,,,,,,,,
,,,432,-78.100000,,,,15.997,LTE 3CA,,,,,,,,,,,,,,,,
,,,432,-81.330000,,,,15.120,LTE 3CA,,,,,,,,,,,,,,,,
,,,432,-81.720000,,,,16.985,LTE 3CA,,,,,,,,,,,,,,,,
,,,432,-79.470000,,,,15.888,LTE 3CA,,,,,,,,,,,,,,,,
,,,432,-82.120000,,,,15.414,LTE 3CA,,,,,,,,,,,,,,,,
,,,432,-80.840000,,,,15.609,LTE 3CA,,,,,,,,,,,,,,,,
,,,432,-80.280000,,,,20.242,LTE 3CA,,,,,,,,,,,,,,,,
,,,432,-81.120000,,,,19.448,LTE 3CA,,,,,,,,,,,,,,,,
,,,432,-80.330000,,,,15.587,LTE 3CA,,,,,,,,,,,,,,,,
,,,432,-84.420000,,,,11.698,LTE 3CA,,,,,,,,,,,,,,,,
,,,432,-87.240000,,,,,LTE 3CA,,,,,,,,,,,,,,,,
,,,432,-85.230000,,,,3.928,LTE 3CA,,,,,,,,,,,,,,,,
,,,432,-86.000000,,,,12.985,LTE 3CA,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Complete,[Tool] Voice - Call Result : Complete,,,,,
