IDX,LID,CI_1,CI_2,Lon,Lat,Time,Measure,[Mobile Info] IMEI,[General] Serving Network,[General] [GPS] Latitude,[General] [GPS] Longitude,[General] Band Classification (formal),[NR5G] [System] NR-ARFCN,[NR5G] [RF] PCI,[NR5G] [RF] RSRP,[NR5G] [Power] Tx power (PUSCH Actual),[NR5G] [PCC] [PDSCH] [MIMO] Num of Layer (Mode),[NR5G] [PCC] [Quality Report] RI (Rank Index) (Mode),[NR5G] [RF] SINR,[NR5G] [PCC] [PUSCH] [TB  RB] BLER,[NR5G] [PCC] [PUSCH] [Modulation] MCS (Avg),[General] [GPS] Accumulated Distance,[NR5G] [Quality Report] [CQI] WB CQI (Avg),[Call Test] [Throughput] Application DL TP,[Call Test] [Throughput] Application UL TP,[Call Test] [Voice Quality] [Per Rx Clip] MOS Value,[Packet Data] [SIP] Request Method,[Packet Data] [SIP] Status,[Packet Data] [SIP] 200 OK - Method,[Event] Voice Call Event,[Mobile Info] [Android] Latitude,[Mobile Info] [Android] Longitude
1,1,,,,,2025-09-29 21:34:11.386,_20250929_143409_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,354877970010388,,,,,,,,,,,,,,,,,,,,,,,,
2,1,,,,,2025-09-29 21:34:11.386,_20250929_143409_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,354877970010388,,,,,,,,,,,,,,,,,,,,,,,,
3,1,,,,,2025-09-29 21:34:12.000,_20250929_143409_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,,,,,,,,,,,,,,,,,,,,,,,47.128305,-122.356667
4,1,,,-122.3566850,47.1283233,2025-09-29 21:34:13.000,_20250929_143409_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128323,-122.356685,,396970,592,-69.610000,,,,22.120000,,,,,,,,,,,,47.128305,-122.356667
5,1,,,-122.3566850,47.1283233,2025-09-29 21:34:14.000,_20250929_143409_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128323,-122.356685,,,,,,,,,,,0.000000,,,,,,,,,47.128305,-122.356667
6,1,,,-122.3566850,47.1283233,2025-09-29 21:34:15.000,_20250929_143409_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128323,-122.356685,,396970,592,-72.260000,,,,17.710000,,,0.000000,,,,,,,,,47.128305,-122.356667
7,1,,,-122.3566850,47.1283233,2025-09-29 21:34:16.000,_20250929_143409_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128323,-122.356685,,,,,,,,,,,0.000000,,,,,,,,,47.128305,-122.356667
8,1,,,-122.3566850,47.1283233,2025-09-29 21:34:17.000,_20250929_143409_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128323,-122.356685,,396970,,,,,,,,,0.000000,,,,,,,,,47.128305,-122.356667
9,1,,,-122.3566850,47.1283233,2025-09-29 21:34:18.000,_20250929_143409_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128323,-122.356685,,396970,592,-72.960000,,,,14.460000,,,0.000000,,,,,,,,,47.128305,-122.356667
10,1,,,-122.3566850,47.1283233,2025-09-29 21:34:19.000,_20250929_143409_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128323,-122.356685,,396970,,,,,,,,,0.000000,,,,,,,,,47.128305,-122.356667
11,1,,,-122.3566850,47.1283233,2025-09-29 21:34:20.000,_20250929_143409_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128323,-122.356685,,396970,592,-73.270000,,,,18.510000,,,0.000000,,,,,,,,,47.128305,-122.356667
12,1,,,-122.3566850,47.1283233,2025-09-29 21:34:21.000,_20250929_143409_CH03_TMO_5G Auto_VoNR Coverage Test_DUT2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128323,-122.356685,,,,,,,,,,,0.000000,,,,,,,,,47.128305,-122.356667
