IDX,LID,CI_1,CI_2,Lon,Lat,Time,Measure,[Mobile Info] IMEI,[General] Serving Network,[General] [GPS] Latitude,[General] [GPS] Longitude,[General] Band Classification (formal),[NR5G] [System] NR-ARFCN,[NR5G] [RF] PCI,[NR5G] [RF] RSRP,[NR5G] [Power] Tx power (PUSCH Actual),[NR5G] [PCC] [PDSCH] [MIMO] Num of Layer (Mode),[NR5G] [PCC] [Quality Report] RI (Rank Index) (Mode),[NR5G] [RF] SINR,[NR5G] [PCC] [PUSCH] [TB  RB] BLER,[NR5G] [PCC] [PUSCH] [Modulation] MCS (Avg),[General] [GPS] Accumulated Distance,[NR5G] [Quality Report] [CQI] WB CQI (Avg),[Call Test] [Throughput] Application DL TP,[Call Test] [Throughput] Application UL TP,[Call Test] [Voice Quality] [Per Rx Clip] MOS Value,[Packet Data] [SIP] Request Method,[Packet Data] [SIP] Status,[Packet Data] [SIP] 200 OK - Method,[Event] Voice Call Event,[Mobile Info] [Android] Latitude,[Mobile Info] [Android] Longitude
1,1,,,-122.3565633,47.1284250,2025-09-29 21:14:56.000,_20250929_141452_CH04_TMO_5G Auto_VoNR Coverage Test_REF2 Mobile_5G Auto VoNR Coverage Test.dml,,,47.128425,-122.356563,,,,,,,,,,,,,,,,,,,,47.128337,-122.356666
2,1,,,-122.3565633,47.1284250,2025-09-29 21:14:57.000,_20250929_141452_CH04_TMO_5G Auto_VoNR Coverage Test_REF2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128425,-122.356563,n25A,396970,592,-77.870000,0.000000,1,Rank 1 (RI0),15.410000,9.284065,14.000000,0.000000,2.500000,,,,,,,,47.128337,-122.356666
3,1,,,-122.3565633,47.1284250,2025-09-29 21:14:58.000,_20250929_141452_CH04_TMO_5G Auto_VoNR Coverage Test_REF2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128425,-122.356563,n25A,396970,592,-77.150000,8.500000,1,Rank 1 (RI0),15.770000,,16.545455,0.000000,15.000000,,,,,,,,47.128337,-122.356666
4,1,,,-122.3565633,47.1284250,2025-09-29 21:14:59.000,_20250929_141452_CH04_TMO_5G Auto_VoNR Coverage Test_REF2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128425,-122.356563,n25A,396970,592,-76.160000,,,Rank 1 (RI0),15.940000,,,0.000000,,,,,,,,,47.128337,-122.356666
5,1,,,-122.3565633,47.1284250,2025-09-29 21:15:00.000,_20250929_141452_CH04_TMO_5G Auto_VoNR Coverage Test_REF2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128425,-122.356563,n25A,396970,592,-75.840000,,,Rank 1 (RI0),15.430000,,,0.000000,,,,,,,,,47.128337,-122.356666
6,1,,,-122.3565633,47.1284250,2025-09-29 21:15:01.000,_20250929_141452_CH04_TMO_5G Auto_VoNR Coverage Test_REF2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128425,-122.356563,n25A,396970,592,-76.880000,,,Rank 1 (RI0),15.170000,,,0.000000,,,,,,,,,47.128337,-122.356666
7,1,,,-122.3565633,47.1284250,2025-09-29 21:15:02.000,_20250929_141452_CH04_TMO_5G Auto_VoNR Coverage Test_REF2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128425,-122.356563,n25A,396970,592,-75.510000,,,Rank 1 (RI0),16.980000,,,0.000000,,,,,,,,,47.128337,-122.356666
8,1,,,-122.3565633,47.1284250,2025-09-29 21:15:03.000,_20250929_141452_CH04_TMO_5G Auto_VoNR Coverage Test_REF2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128425,-122.356563,n25A,396970,592,-77.380000,,,Rank 1 (RI0),14.210000,,,0.000000,,,,,,,,,47.128337,-122.356666
9,1,,,-122.3565633,47.1284250,2025-09-29 21:15:04.000,_20250929_141452_CH04_TMO_5G Auto_VoNR Coverage Test_REF2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128425,-122.356563,n25A,396970,592,-82.190000,,,Rank 1 (RI0),10.490000,,,0.000000,,,,,,,,,47.128337,-122.356666
10,1,,,-122.3565633,47.1284250,2025-09-29 21:15:05.000,_20250929_141452_CH04_TMO_5G Auto_VoNR Coverage Test_REF2 Mobile_5G Auto VoNR Coverage Test.dml,,NR SA,47.128425,-122.356563,n25A,396970,592,-74.340000,,,Rank 1 (RI0),14.500000,,,0.000000,,,,,,,,,47.128337,-122.356666
